Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;SubCategory;Product Name;Sales;Quantity;Discount;Profit
751;CA2017126074;2/10/2017;6/10/2017;Standard Class;RF19735;Roland Fjeld;Consumer;United States;Trenton;Michigan;48183;Central;FURFU10003577;Laptops;Asus;NuDell Leatherette Frames;157.74;11;0;56.7864
752;CA2017126074;2/10/2017;6/10/2017;Standard Class;RF19735;Roland Fjeld;Consumer;United States;Trenton;Michigan;48183;Central;OFFAR10003478;Mobile Phones;LG;Avery HiLiter EverBold Pen Style Fluorescent Highlighters, 4/Pack;56.98;7;0;22.792
753;CA2017126074;2/10/2017;6/10/2017;Standard Class;RF19735;Roland Fjeld;Consumer;United States;Trenton;Michigan;48183;Central;OFFBI10000546;Mobile Phones;iPhone;Avery Durable iPhone;2.88;1;0;1.4112
754;CA2016110499;7/4/2016;9/4/2016;First Class;YC21895;Yoseph Carroll;Corporate;United States;San Francisco;California;94110;West;TECCO10002095;Cameras ;GoPro;Hewlett Packard 610 Color Digital Copier / Printer;1199.976;3;0.2;374.9925
755;CA2019135272;7/12/2019;12/12/2019;Standard Class;MS17830;Melanie Seite;Consumer;United States;Los Angeles;California;90036;West;FURFU10002759;Laptops;Asus;121/2 Diameter Round Wall Clock;79.92;4;0;28.7712
756;CA2016140928;18/9/2016;22/9/2016;Standard Class;NB18655;Nona Balk;Corporate;United States;Jacksonville;Florida;32216;South;FURTA10001095;Laptops;Lenovo;Chromcraft Round Conference Lenovo;383.438;4;0.45;167.3184
757;CA2018106803;29/12/2018;2/1/2019;Standard Class;DC13285;Debra Catini;Consumer;United States;Cottage Grove;Minnesota;55016;Central;OFFST10002444;Mobile Phones;OnePlus;Recycled Eldon Regeneration Jumbo File;24.56;2;0;6.8768
758;CA2018106803;29/12/2018;2/1/2019;Standard Class;DC13285;Debra Catini;Consumer;United States;Cottage Grove;Minnesota;55016;Central;TECAC10001267;Cameras ;Nikon;Imation 32GB Pocket Pro USB 3.0 Flash Drive  32 GB  Black  1 P ...;119.8;4;0;47.92
759;CA2017117240;23/7/2017;28/7/2017;Standard Class;CP12340;Christine Phan;Corporate;United States;New York City;New York;10009;East;OFFBI10000848;Mobile Phones;iPhone;AngleD Ring iPhone;13.128;3;0.2;4.2666
760;CA2017133333;18/9/2017;22/9/2017;Standard Class;BF11020;Barry Französisch;Corporate;United States;Green Bay;Wisconsin;54302;Central;OFFPA10002377;Mobile Phones;Pixel;Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 200/Messages;22.72;4;0;10.224
761;CA2019112319;31/8/2019;5/9/2019;Standard Class;AR10510;Andrew Roberts;Consumer;United States;Los Angeles;California;90004;West;OFFPA10003441;Mobile Phones;Pixel;Xerox 226;58.32;9;0;27.9936
762;CA2017126046;3/11/2017;7/11/2017;Standard Class;JC16105;Julie Creighton;Corporate;United States;Atlanta;Georgia;30318;South;OFFLA10004484;Mobile Phones;HTC;Avery 476;12.39;3;0;5.6994
763;CA2019114923;8/2/2019;13/2/2019;Standard Class;LH17020;Lisa Hazard;Consumer;United States;Columbus;Ohio;43229;East;TECPH10003931;Cameras ;Sony;JBL Micro Wireless Portable Bluetooth Speaker;107.982;3;0.4;26.9955
764;CA2018162775;13/1/2018;15/1/2018;Second Class;CS12250;Chris Selesnick;Corporate;United States;Bossier City;Louisiana;71111;South;OFFEN10001990;Mobile Phones;Motorola ;Staple envelope;11.36;2;0;5.3392
765;CA2018162775;13/1/2018;15/1/2018;Second Class;CS12250;Chris Selesnick;Corporate;United States;Bossier City;Louisiana;71111;South;OFFEN10001532;Mobile Phones;Motorola ;Brown Kraft Recycled Motorola ;50.94;3;0;25.47
766;CA2018162775;13/1/2018;15/1/2018;Second Class;CS12250;Chris Selesnick;Corporate;United States;Bossier City;Louisiana;71111;South;TECAC10003174;Cameras ;Nikon;Plantronics S12 Corded Telephone Headset System;646.74;6;0;258.696
767;CA2018162775;13/1/2018;15/1/2018;Second Class;CS12250;Chris Selesnick;Corporate;United States;Bossier City;Louisiana;71111;South;OFFBI10004187;Mobile Phones;iPhone;3ring staple pack;5.64;3;0;2.7072
768;CA2018162775;13/1/2018;15/1/2018;Second Class;CS12250;Chris Selesnick;Corporate;United States;Bossier City;Louisiana;71111;South;OFFST10000025;Mobile Phones;OnePlus;Fellowes Stor/Drawer Steel Plus OnePlus Drawers;572.58;6;0;34.3548
769;CA2018106810;14/5/2018;20/5/2018;Standard Class;AJ10795;Anthony Johnson;Corporate;United States;Saint Petersburg;Florida;33710;South;FURFU10004306;Laptops;Asus;Electrix Halogen Magnifier Lamp;310.88;2;0.2;23.316
770;CA2016157245;19/5/2016;24/5/2016;Standard Class;LE16810;Laurel Elliston;Consumer;United States;Arlington;Virginia;22204;South;FURCH10003746;Laptops;HP;Hon 4070 Series Pagoda Round Back Stacking HP;641.96;2;0;179.7488
771;CA2017104220;30/1/2017;5/2/2017;Standard Class;BV11245;Benjamin Venier;Corporate;United States;Des Moines;Iowa;50315;Central;OFFBI10001036;Mobile Phones;iPhone;Cardinal EasyOpen DRing iPhone;18.28;2;0;9.14
772;CA2017104220;30/1/2017;5/2/2017;Standard Class;BV11245;Benjamin Venier;Corporate;United States;Des Moines;Iowa;50315;Central;TECPH10004614;Cameras ;Sony;AT&T 841000 Phone;207;3;0;51.75
773;CA2017104220;30/1/2017;5/2/2017;Standard Class;BV11245;Benjamin Venier;Corporate;United States;Des Moines;Iowa;50315;Central;OFFBI10000301;Mobile Phones;iPhone;GBC Instant Report Kit;32.35;5;0;16.175
774;CA2017104220;30/1/2017;5/2/2017;Standard Class;BV11245;Benjamin Venier;Corporate;United States;Des Moines;Iowa;50315;Central;OFFBI10003910;Mobile Phones;iPhone;DXL AngleView iPhone with Locking Rings by Samsill;7.71;1;0;3.4695
775;CA2017104220;30/1/2017;5/2/2017;Standard Class;BV11245;Benjamin Venier;Corporate;United States;Des Moines;Iowa;50315;Central;OFFAR10004648;Mobile Phones;LG;Boston 19500 Mighty Mite Electric Pencil Sharpener;40.3;2;0;10.881
776;CA2017104220;30/1/2017;5/2/2017;Standard Class;BV11245;Benjamin Venier;Corporate;United States;Des Moines;Iowa;50315;Central;FURFU10002597;Laptops;Asus;CLine Magnetic Cubicle Keepers, Clear Polypropylene;34.58;7;0;14.5236
777;CA2018165974;29/6/2018;6/7/2018;Standard Class;DL12865;Dan Lawera;Consumer;United States;Cincinnati;Ohio;45231;East;OFFAR10003405;Mobile Phones;LG;Dixon My First Ticonderoga Pencil, #2;32.76;7;0.2;3.6855
778;CA2019144267;21/8/2019;23/8/2019;First Class;NZ18565;Nick Zandusky;Home Office;United States;San Francisco;California;94110;West;FURCH10002335;Laptops;HP;Hon GuestStacker Chair;544.008;3;0.2;40.8006
779;CA2019144267;21/8/2019;23/8/2019;First Class;NZ18565;Nick Zandusky;Home Office;United States;San Francisco;California;94110;West;OFFPA10000157;Mobile Phones;Pixel;Xerox 191;59.94;3;0;28.1718
780;CA2019144267;21/8/2019;23/8/2019;First Class;NZ18565;Nick Zandusky;Home Office;United States;San Francisco;California;94110;West;OFFPA10001947;Mobile Phones;Pixel;Xerox 1974;23.92;4;0;11.7208
781;CA2019144267;21/8/2019;23/8/2019;First Class;NZ18565;Nick Zandusky;Home Office;United States;San Francisco;California;94110;West;OFFPA10003657;Mobile Phones;Pixel;Xerox 1927;4.28;1;0;1.926
782;US2019157014;3/10/2019;6/10/2019;Second Class;BM11785;Bryan Mills;Consumer;United States;Columbus;Ohio;43229;East;OFFBI10001098;Mobile Phones;iPhone;Acco DRing Binder w/DublLock;32.07;5;0.7;22.449
783;US2019157014;3/10/2019;6/10/2019;Second Class;BM11785;Bryan Mills;Consumer;United States;Columbus;Ohio;43229;East;TECAC10002167;Cameras ;Nikon;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;24;2;0.2;2.7
784;US2019157014;3/10/2019;6/10/2019;Second Class;BM11785;Bryan Mills;Consumer;United States;Columbus;Ohio;43229;East;FURBO10004409;Laptops;Dell;Safco Value Mate Series Steel Dell, Baked Enamel Finish on Steel, Gray;35.49;1;0.5;15.6156
785;US2019157014;3/10/2019;6/10/2019;Second Class;BM11785;Bryan Mills;Consumer;United States;Columbus;Ohio;43229;East;TECAC10000057;Cameras ;Nikon;Microsoft Natural Ergonomic Keyboard 4000;47.984;2;0.2;0.5998
786;CA2019154921;23/5/2019;28/5/2019;Standard Class;EA14035;Erin Ashbrook;Corporate;United States;Columbia;South Carolina;29203;South;OFFEN10000056;Mobile Phones;Motorola ;Cameo Buff Policy Motorola ;186.69;3;0;87.7443
787;CA2017129567;17/3/2017;21/3/2017;Second Class;CL12565;Clay Ludtke;Consumer;United States;Lancaster;California;93534;West;OFFBI10000014;Mobile Phones;iPhone;HeavyDuty EZD iPhone;17.456;2;0.2;5.8914
788;CA2019154620;12/12/2019;16/12/2019;Standard Class;LT17110;Liz Thompson;Consumer;United States;Lancaster;California;93534;West;FURCH10004675;Laptops;HP;Lifetime Advantage Folding HP, 4/CLGon;348.928;2;0.2;34.8928
789;CA2019115938;26/6/2019;30/6/2019;Standard Class;SA20830;Sue Ann Reed;Consumer;United States;Richmond;Virginia;23223;South;OFFBI10001543;Mobile Phones;iPhone;GBC VeloBinder Manual Binding System;143.96;4;0;69.1008
790;CA2019115938;26/6/2019;30/6/2019;Standard Class;SA20830;Sue Ann Reed;Consumer;United States;Richmond;Virginia;23223;South;OFFST10001321;Mobile Phones;OnePlus;Decoflex Hanging Personal Folder File, Blue;15.42;1;0;4.1634
791;CA2019115938;26/6/2019;30/6/2019;Standard Class;SA20830;Sue Ann Reed;Consumer;United States;Richmond;Virginia;23223;South;OFFBI10001132;Mobile Phones;iPhone;Acco PRESSTEX Data Binder with OnePlus Hooks, Dark Blue, 9 1/2 X 11;43.04;8;0;21.0896
792;CA2019115938;26/6/2019;30/6/2019;Standard Class;SA20830;Sue Ann Reed;Consumer;United States;Richmond;Virginia;23223;South;FURCH10003199;Laptops;HP;Office Star  Contemporary Task Swivel Chair;332.94;3;0;79.9056
793;CA2016105256;20/5/2016;20/5/2016;Same Day;JK15730;Joe Kamberova;Consumer;United States;Asheville;North Carolina;28806;South;TECPH10001530;Cameras ;Sony;Cisco Unified IP Phone 7945G VoIP phone;1363.96;5;0.2;85.2475
794;CA2018156433;20/9/2018;26/9/2018;Standard Class;ES14020;Erica Smith;Consumer;United States;San Francisco;California;94110;West;OFFLA10001569;Mobile Phones;HTC;Avery 499;9.96;2;0;4.5816
795;CA2018156433;20/9/2018;26/9/2018;Standard Class;ES14020;Erica Smith;Consumer;United States;San Francisco;California;94110;West;OFFPA10003724;Mobile Phones;Pixel;Wirebound Message Book, 4 per Page;21.72;4;0;10.6428
796;CA2017151428;21/9/2017;26/9/2017;Standard Class;RH19495;Rick Hansen;Consumer;United States;Rochester;Minnesota;55901;Central;OFFBI10000546;Mobile Phones;iPhone;Avery Durable iPhone;20.16;7;0;9.8784
797;CA2019124653;24/12/2019;26/12/2019;First Class;DB13120;David Bremer;Corporate;United States;Rochester;New York;14609;East;OFFPA10000176;Mobile Phones;Pixel;Xerox 1887;132.79;7;0;63.7392
798;CA2019124653;24/12/2019;26/12/2019;First Class;DB13120;David Bremer;Corporate;United States;Rochester;New York;14609;East;OFFPA10002365;Mobile Phones;Pixel;Xerox 1967;12.96;2;0;6.2208
799;CA2019124653;24/12/2019;26/12/2019;First Class;DB13120;David Bremer;Corporate;United States;Rochester;New York;14609;East;OFFLA10002271;Mobile Phones;HTC;Smead AlphaZ ColorCoded Second Alphabetical HTC and StLGer Set;21.56;7;0;10.3488
800;CA2019101910;27/11/2019;3/12/2019;Standard Class;CD11920;Carlos Daly;Consumer;United States;Lake Elsinore;California;92530;West;FURCH10002647;Laptops;HP;Situations Contoured Folding HP, 4/Set;283.92;5;0.2;17.745
801;CA2017105809;20/2/2017;23/2/2017;First Class;HW14935;Helen Wasserman;Corporate;United States;San Diego;California;92105;West;FURFU10004090;Laptops;Asus;Executive Impressions 14 Contract Wall Clock;22.23;1;0;7.3359
802;CA2017105809;20/2/2017;23/2/2017;First Class;HW14935;Helen Wasserman;Corporate;United States;San Diego;California;92105;West;TECPH10001580;Cameras ;Sony;Logitech Mobile Speakerphone P710e  speaker phone;215.968;2;0.2;18.8972
803;CA2016136133;18/8/2016;23/8/2016;Second Class;HW14935;Helen Wasserman;Corporate;United States;New York City;New York;10024;East;OFFAP10000576;Mobile Phones;Samsung;Belkin 7 Outlet SurgeMaster II;355.32;9;0;99.4896
804;CA2016115504;12/3/2016;17/3/2016;Standard Class;MC18130;Mike Caudle;Corporate;United States;Monroe;Louisiana;71203;South;OFFPA10003953;Mobile Phones;Pixel;Xerox 218;12.96;2;0;6.2208
805;CA2017135783;22/4/2017;24/4/2017;First Class;GM14440;Gary McGarr;Consumer;United States;San Francisco;California;94122;West;FURFU10000794;Laptops;Asus;Eldon Stackable Tray, SideLoad, Legal, Smoke;18.28;2;0;6.2152
806;CA2018134313;1/11/2018;7/11/2018;Standard Class;RA19915;Russell Applegate;Consumer;United States;Denver;Colorado;80219;West;OFFAR10001897;Mobile Phones;LG;Model L Table or WallMount Pencil Sharpener;43.176;3;0.2;4.3176
807;CA2018134313;1/11/2018;7/11/2018;Standard Class;RA19915;Russell Applegate;Consumer;United States;Denver;Colorado;80219;West;TECPH10001795;Cameras ;Sony;ClearOne CHATAttach 160  speaker phone;1983.968;4;0.2;247.996
808;CA2019140921;3/2/2019;5/2/2019;First Class;AA10375;Allen Armold;Consumer;United States;Omaha;Nebraska;68104;Central;FURFU10003347;Laptops;Asus;Coloredge Poster Frame;28.4;2;0;11.076
809;CA2019140921;3/2/2019;5/2/2019;First Class;AA10375;Allen Armold;Consumer;United States;Omaha;Nebraska;68104;Central;TECAC10004901;Cameras ;Nikon;Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ;149.97;3;0;50.9898
810;CA2018151995;13/10/2018;15/10/2018;First Class;ZC21910;Zuschuss Carroll;Consumer;United States;Edmonds;Washington;98026;West;OFFAR10003190;Mobile Phones;LG;Newell 32;11.52;4;0;3.2256
811;CA2018151995;13/10/2018;15/10/2018;First Class;ZC21910;Zuschuss Carroll;Consumer;United States;Edmonds;Washington;98026;West;FURTA10002903;Laptops;Lenovo;Bevis Round Bullnose 29 High Table Top;1298.55;5;0;311.652
812;CA2018151995;13/10/2018;15/10/2018;First Class;ZC21910;Zuschuss Carroll;Consumer;United States;Edmonds;Washington;98026;West;OFFAP10000240;Mobile Phones;Samsung;Belkin F9G930V10GRY 9 Outlet Surge;213.92;4;0;62.0368
813;CA2018151995;13/10/2018;15/10/2018;First Class;ZC21910;Zuschuss Carroll;Consumer;United States;Edmonds;Washington;98026;West;TECAC10001101;Cameras ;Nikon;Sony 16GB Class 10 Micro SDHC R40 Memory Card;25.78;2;0;2.578
814;CA2017143686;14/5/2017;14/5/2017;Same Day;PJ19015;Pauline Johnson;Consumer;United States;Santa Ana;California;92704;West;FURFU10000794;Laptops;Asus;Eldon Stackable Tray, SideLoad, Legal, Smoke;18.28;2;0;6.2152
815;CA2017143686;14/5/2017;14/5/2017;Same Day;PJ19015;Pauline Johnson;Consumer;United States;Santa Ana;California;92704;West;TECAC10001838;Cameras ;Nikon;Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset;1399.93;7;0;601.9699
816;CA2019106565;20/3/2019;23/3/2019;First Class;BW11110;BLG Watters;Corporate;United States;Milwaukee;Wisconsin;53209;Central;OFFPA10000061;Mobile Phones;Pixel;Xerox 205;51.84;8;0;24.8832
817;CA2016149370;15/9/2016;19/9/2016;Standard Class;DB13210;Dean Braden;Consumer;United States;Philadelphia;Pennsylvania;19140;East;OFFPA10003651;Mobile Phones;Pixel;Xerox 1968;5.344;1;0.2;1.8704
818;CA2018140858;28/6/2018;2/7/2018;Standard Class;CA12775;Cynthia Arntzen;Consumer;United States;Philadelphia;Pennsylvania;19140;East;OFFPA10000304;Mobile Phones;Pixel;Xerox 1995;41.472;8;0.2;14.5152
819;CA2018140858;28/6/2018;2/7/2018;Standard Class;CA12775;Cynthia Arntzen;Consumer;United States;Philadelphia;Pennsylvania;19140;East;OFFBI10003094;Mobile Phones;iPhone;SelfAdhesive Ring Binder HTC;3.168;3;0.7;2.4288
820;CA2018140858;28/6/2018;2/7/2018;Standard Class;CA12775;Cynthia Arntzen;Consumer;United States;Philadelphia;Pennsylvania;19140;East;FURCH10001394;Laptops;HP;Global Leather Executive Chair;1228.465;5;0.3;0
821;CA2018140858;28/6/2018;2/7/2018;Standard Class;CA12775;Cynthia Arntzen;Consumer;United States;Philadelphia;Pennsylvania;19140;East;OFFBI10004230;Mobile Phones;iPhone;GBC Recycled Grain Textured Covers;31.086;3;0.7;22.7964
822;CA2018140858;28/6/2018;2/7/2018;Standard Class;CA12775;Cynthia Arntzen;Consumer;United States;Philadelphia;Pennsylvania;19140;East;OFFPA10003395;Mobile Phones;Pixel;Xerox 1941;335.52;4;0.2;117.432
823;CA2017101434;20/6/2017;27/6/2017;Standard Class;TR21325;Toby Ritter;Consumer;United States;Belleville;New Jersey;7109;East;TECAC10002402;Cameras ;Nikon;Razer Kraken PRO Over Ear PC and Music Headset;239.97;3;0;71.991
824;CA2017101434;20/6/2017;27/6/2017;Standard Class;TR21325;Toby Ritter;Consumer;United States;Belleville;New Jersey;7109;East;OFFLA10003223;Mobile Phones;HTC;Avery 508;9.82;2;0;4.8118
825;US2018102071;9/5/2018;15/5/2018;Standard Class;PG18820;Patrick Gardner;Consumer;United States;San Francisco;California;94110;West;TECAC10003441;Cameras ;Nikon;Kingston Digital DataTraveler 32GB USB 2.0;67.8;4;0;4.068
826;US2018102071;9/5/2018;15/5/2018;Standard Class;PG18820;Patrick Gardner;Consumer;United States;San Francisco;California;94110;West;TECAC10000109;Cameras ;Nikon;Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;167.97;3;0;40.3128
827;CA2017126956;21/8/2017;28/8/2017;Standard Class;GT14710;Greg Tran;Consumer;United States;Lakeville;Minnesota;55044;Central;OFFFA10002280;Mobile Phones;Nokia;Advantus Plastic PixelClips;35;7;0;16.8
828;CA2017126956;21/8/2017;28/8/2017;Standard Class;GT14710;Greg Tran;Consumer;United States;Lakeville;Minnesota;55044;Central;OFFSU10000381;Mobile Phones;Mi;Acme Forged Steel Scissors with Black Enamel Handles;37.24;4;0;10.7996
829;CA2017126956;21/8/2017;28/8/2017;Standard Class;GT14710;Greg Tran;Consumer;United States;Lakeville;Minnesota;55044;Central;OFFEN10004459;Mobile Phones;Motorola ;SecurityTint Motorola ;15.28;2;0;7.4872
830;CA2017129462;16/6/2017;21/6/2017;Second Class;JE15745;Joel Eaton;Consumer;United States;Florence;Kentucky;41042;South;FURCH10000665;Laptops;HP;Global Airflow Leather Mesh Back Chair, Black;301.96;2;0;90.588
831;CA2017129462;16/6/2017;21/6/2017;Second Class;JE15745;Joel Eaton;Consumer;United States;Florence;Kentucky;41042;South;OFFAP10003884;Mobile Phones;Samsung;Fellowes SmLG Surge TenOutlet Protector, Platinum;180.66;3;0;50.5848
832;CA2017129462;16/6/2017;21/6/2017;Second Class;JE15745;Joel Eaton;Consumer;United States;Florence;Kentucky;41042;South;TECPH10001557;Cameras ;Sony;Pyle PMP37LED;191.98;2;0;51.8346
833;CA2017129462;16/6/2017;21/6/2017;Second Class;JE15745;Joel Eaton;Consumer;United States;Florence;Kentucky;41042;South;TECPH10002085;Cameras ;Sony;Clarity 53712;65.99;1;0;17.1574
834;CA2016165316;23/7/2016;27/7/2016;Standard Class;JB15400;Jennifer Braxton;Corporate;United States;Tampa;Florida;33614;South;OFFAR10002956;Mobile Phones;LG;Boston 16801 Nautilus Battery Pencil Sharpener;35.216;2;0.2;2.6412
835;CA2016165316;23/7/2016;27/7/2016;Standard Class;JB15400;Jennifer Braxton;Corporate;United States;Tampa;Florida;33614;South;OFFAP10003266;Mobile Phones;Samsung;Holmes Replacement Filter for HEPA Air Cleaner, Large Room;23.696;2;0.2;6.5164
836;CA2016165316;23/7/2016;27/7/2016;Standard Class;JB15400;Jennifer Braxton;Corporate;United States;Tampa;Florida;33614;South;TECMA10004002;Cameras ;Canon;Zebra GX420t Direct Thermal/Thermal Transfer Printer;265.475;1;0.5;111.4995
837;US2018115987;8/9/2018;13/9/2018;Second Class;LH17020;Lisa Hazard;Consumer;United States;Tyler;Texas;75701;Central;OFFBI10001071;Mobile Phones;iPhone;GBC ProClick Punch Binding System;51.184;4;0.8;79.3352
838;US2017156083;4/11/2017;11/11/2017;Standard Class;JL15175;James Lanier;Home Office;United States;Columbia;Tennessee;38401;South;OFFPA10001560;Mobile Phones;Pixel;Adams Telephone Message Books, 5 1/4” x 11”;9.664;2;0.2;3.2616
839;US2016137547;7/3/2016;12/3/2016;Standard Class;EB13705;Ed Braxton;Corporate;United States;Fort Worth;Texas;76106;Central;TECPH10002365;Cameras ;Sony;Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S;21.072;3;0.2;1.5804
840;CA2019100454;20/11/2019;25/11/2019;Standard Class;BM11650;Brian Moss;Corporate;United States;New York City;New York;10035;East;OFFAR10004648;Mobile Phones;LG;Boston 19500 Mighty Mite Electric Pencil Sharpener;60.45;3;0;16.3215
841;CA2019100454;20/11/2019;25/11/2019;Standard Class;BM11650;Brian Moss;Corporate;United States;New York City;New York;10035;East;OFFAR10002578;Mobile Phones;LG;Newell 335;11.52;4;0;3.3408
842;CA2019100454;20/11/2019;25/11/2019;Standard Class;BM11650;Brian Moss;Corporate;United States;New York City;New York;10035;East;FURBO10001519;Laptops;Dell;OSullivan 3Shelf HeavyDuty Dell;186.048;4;0.2;9.3024
843;CA2016161669;7/11/2016;9/11/2016;First Class;EM14095;Eudokia MLGin;Corporate;United States;Los Angeles;California;90036;West;OFFBI10001294;Mobile Phones;iPhone;Fellowes Binding Cases;37.44;4;0.2;11.7
844;CA2016161669;7/11/2016;9/11/2016;First Class;EM14095;Eudokia MLGin;Corporate;United States;Los Angeles;California;90036;West;OFFBI10001636;Mobile Phones;iPhone;Ibico Plastic and Wire Spiral Binding Combs;26.976;4;0.2;8.7672
845;CA2016161669;7/11/2016;9/11/2016;First Class;EM14095;Eudokia MLGin;Corporate;United States;Los Angeles;California;90036;West;OFFSU10002503;Mobile Phones;Mi;Acme Preferred Stainless Steel Scissors;11.36;2;0;3.2944
846;CA2016161669;7/11/2016;9/11/2016;First Class;EM14095;Eudokia MLGin;Corporate;United States;Los Angeles;California;90036;West;OFFLA10004093;Mobile Phones;HTC;Avery 486;14.62;2;0;6.8714
847;CA2019114300;13/10/2019;17/10/2019;Standard Class;AF10885;LG Foster;Consumer;United States;Louisville;Kentucky;40214;South;TECPH10001552;Cameras ;Sony;I Needs 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink;83.72;7;0;23.4416
848;CA2019114300;13/10/2019;17/10/2019;Standard Class;AF10885;LG Foster;Consumer;United States;Louisville;Kentucky;40214;South;FURCH10001891;Laptops;HP;Global Deluxe Office Fabric HP;287.94;3;0;77.7438
849;CA2017107503;1/1/2017;6/1/2017;Standard Class;GA14725;Guy Armstrong;Consumer;United States;Lorain;Ohio;44052;East;FURFU10003878;Laptops;Asus;Linden 10 Round Wall Clock, Black;48.896;4;0.2;8.5568
850;CA2018107755;7/2/2018;12/2/2018;Standard Class;CK12760;Cyma Kinney;Corporate;United States;Linden;New Jersey;7036;East;TECAC10000710;Cameras ;Nikon;Maxell DVDRAM Discs;115.36;7;0;49.6048
851;CA2016152534;20/6/2016;25/6/2016;Second Class;DP13105;Dave Poirier;Corporate;United States;Salinas;California;93905;West;OFFAR10002335;Mobile Phones;LG;DIXON Oriole Pencils;5.16;2;0;1.3416
852;CA2016152534;20/6/2016;25/6/2016;Second Class;DP13105;Dave Poirier;Corporate;United States;Salinas;California;93905;West;OFFPA10001870;Mobile Phones;Pixel;Xerox 202;38.88;6;0;18.6624
853;CA2016113747;28/5/2016;4/6/2016;Standard Class;VD21670;Valerie Dominguez;Consumer;United States;Jackson;Mississippi;39212;South;OFFAR10003373;Mobile Phones;LG;Boston School Pro Electric Pencil Sharpener, 1670;185.88;6;0;50.1876
854;CA2016123274;19/2/2016;24/2/2016;Standard Class;GT14710;Greg Tran;Consumer;United States;New York City;New York;10035;East;FURFU10004090;Laptops;Asus;Executive Impressions 14 Contract Wall Clock;44.46;2;0;14.6718
855;CA2016123274;19/2/2016;24/2/2016;Standard Class;GT14710;Greg Tran;Consumer;United States;New York City;New York;10035;East;OFFST10000736;Mobile Phones;OnePlus;Carina Double Wide Media OnePlus Towers in Natural & Black;242.94;3;0;9.7176
856;CA2018125612;3/8/2018;8/8/2018;Standard Class;BK11260;Berenike Kampe;Consumer;United States;New York City;New York;10035;East;OFFPA10001019;Mobile Phones;Pixel;Xerox 1884;39.96;2;0;18.7812
857;CA2018125612;3/8/2018;8/8/2018;Standard Class;BK11260;Berenike Kampe;Consumer;United States;New York City;New York;10035;East;OFFSU10002537;Mobile Phones;Mi;Acme Box Cutter Scissors;102.3;10;0;26.598
858;CA2018125612;3/8/2018;8/8/2018;Standard Class;BK11260;Berenike Kampe;Consumer;United States;New York City;New York;10035;East;OFFST10003221;Mobile Phones;OnePlus;Staple magnet;21.36;2;0;5.7672
859;CA2017161984;10/4/2017;15/4/2017;Standard Class;SJ20125;Sanjit Jacobs;Home Office;United States;New Brunswick;New Jersey;8901;East;OFFPA10004569;Mobile Phones;Pixel;Wirebound Message Books, Two 4 1/4 x 5 Forms per Page;7.61;1;0;3.5767
860;CA2017161984;10/4/2017;15/4/2017;Standard Class;SJ20125;Sanjit Jacobs;Home Office;United States;New Brunswick;New Jersey;8901;East;OFFFA10000624;Mobile Phones;Nokia;OIC Binder Clips;7.16;2;0;3.58
861;CA2018133851;9/6/2018;16/6/2018;Standard Class;CM12445;Chuck Magee;Consumer;United States;San Francisco;California;94122;West;OFFSU10001225;Mobile Phones;Mi;Staple remover;7.36;2;0;0.1472
862;CA2018133851;9/6/2018;16/6/2018;Standard Class;CM12445;Chuck Magee;Consumer;United States;San Francisco;California;94122;West;OFFAR10003752;Mobile Phones;LG;Deluxe Chalkboard Eraser Cleaner;23.1;2;0;10.626
863;CA2016134474;5/1/2016;7/1/2016;Second Class;AJ10795;Anthony Johnson;Corporate;United States;Jacksonville;Florida;32216;South;TECAC10001714;Cameras ;Nikon;Logitech MX Performance Wireless Mouse;191.472;6;0.2;40.6878
864;CA2016134474;5/1/2016;7/1/2016;Second Class;AJ10795;Anthony Johnson;Corporate;United States;Jacksonville;Florida;32216;South;OFFAR10003958;Mobile Phones;LG;Newell 337;5.248;2;0.2;0.5904
865;CA2016134474;5/1/2016;7/1/2016;Second Class;AJ10795;Anthony Johnson;Corporate;United States;Jacksonville;Florida;32216;South;TECPH10002923;Cameras ;Sony;Logitech B530 USB Headset  headset  Full size, Binaural;59.184;2;0.2;5.1786
866;CA2018149020;10/1/2018;15/1/2018;Standard Class;AJ10780;Anthony Jacobs;Corporate;United States;Springfield;Virginia;22153;South;OFFLA10004272;Mobile Phones;HTC;Avery 482;2.89;1;0;1.3583
867;CA2018149020;10/1/2018;15/1/2018;Standard Class;AJ10780;Anthony Jacobs;Corporate;United States;Springfield;Virginia;22153;South;FURFU10000965;Laptops;Asus;Howard Miller 111/2 Diameter Ridgewood Wall Clock;51.94;1;0;21.2954
868;CA2016134362;29/9/2016;2/10/2016;First Class;LS16945;Linda Southworth;Corporate;United States;Philadelphia;Pennsylvania;19140;East;OFFLA10004853;Mobile Phones;HTC;Avery 483;15.936;4;0.2;5.1792
